ID,Name,Epoch,a,e,i,w,Node,M,q,Q,P,H,MOID,ref,class,ID2,Name2
154330,2002,VX94,57400,1.47649362,0.408706834,7.1621846,215.0578834,320.1922884,35.7232073,0.8730,2.08,1.79,18.10,0.032891,58,APO,154330,2002,VX94
154347,2002,XK4,57400,1.85029846,0.691905919,17.8035409,24.7728210,331.7788072,101.3519529,0.5701,3.13,2.52,16.00,0.271543,121,APO,154347,2002,XK4
154453,2003,CJ11,57400,2.59030539,0.832840669,20.7042868,356.2992779,61.7215920,55.7026133,0.4330,4.75,4.17,15.30,0.344202,126,APO,154453,2003,CJ11
154555,2003,HA,57400,1.18422475,0.580329391,36.8228523,277.1245804,53.5228354,221.5183919,0.4970,1.87,1.29,16.50,0.116660,105,APO,154555,2003,HA
154589,2003,MX2,57400,2.29194922,0.457655050,7.1731579,300.3874361,58.7756267,179.5376729,1.2430,3.34,3.47,16.50,0.266417,55,AMO,154589,2003,MX2
154590,2003,MA3,57400,1.10532994,0.402288090,1.4130766,228.9139661,152.6514787,222.5931367,0.6607,1.55,1.16,21.70,0.013082,25,APO,154590,2003,MA3
154631,2003,WO25,57400,1.55713754,0.491701644,15.9038008,175.9876675,357.8776227,19.0093507,0.7915,2.32,1.94,18.10,0.203346,31,APO,154631,2003,WO25
154652,2004,EP20,57400,1.05853539,0.450579434,16.1761418,191.3105779,159.6115288,165.2989147,0.5816,1.54,1.09,18.70,0.235856,73,APO,154652,2004,EP20
154656,2004,FE3,57400,2.30904343,0.647594089,22.9633926,338.2399696,339.1237017,80.3965856,0.8137,3.80,3.51,16.30,0.155790,58,APO,154656,2004,FE3
154658,2004,FA18,57400,1.09647685,0.454842767,19.2883145,318.6000581,29.6198555,334.6142468,0.5978,1.60,1.15,19.30,0.152961,29,APO,154658,2004,FA18
154715,2004,LB6,57400,1.61871143,0.490895509,4.0989322,190.5561439,182.7890432,187.1973260,0.8241,2.41,2.06,18.40,0.058356,113,APO,154715,2004,LB6
154807,2004,PP97,57400,1.48368070,0.316386373,15.5306566,68.6155540,15.1556930,19.0474222,1.0143,1.95,1.81,18.60,0.145739,123,APO,154807,2004,PP97
154988,2004,XN35,57400,1.50561363,0.680225862,9.8195654,189.9546159,133.0077594,30.7972213,0.4815,2.53,1.85,18.40,0.152489,47,APO,154988,2004,XN35
154991,Vinciguerra,57400,1.70490124,0.322719029,5.6337761,269.4546155,245.5818280,0.2178355,1.1547,2.26,2.23,18.50,0.195399,57,AMO,154991,Vinciguerra
154993,2005,EA94,57400,1.51666711,0.663621127,10.3182162,308.8452648,104.2239315,315.7397994,0.5102,2.52,1.87,18.00,0.074261,45,APO,154993,2005,EA94
155110,2005,TB,57400,1.26143337,0.348395862,30.3831559,44.7576611,226.1971576,134.0912140,0.8220,1.70,1.42,17.50,0.112078,113,APO,155110,2005,TB
155140,2005,UD,57400,1.27482870,0.872274053,28.6808942,207.5704203,19.7462515,75.2338415,0.1628,2.39,1.44,17.30,0.077662,59,APO,155140,2005,UD
155334,2006,DZ169,57400,2.03422092,0.408836172,6.6171143,275.9289051,14.8549233,72.4145786,1.2026,2.87,2.90,17.10,0.224002,140,AMO,155334,2006,DZ169
155336,2006,GA1,57400,2.11811808,0.738956393,4.2063556,355.2721595,64.3671605,103.4435290,0.5529,3.68,3.08,18.30,0.072433,36,APO,155336,2006,GA1
155338,2006,MZ1,57400,1.56900746,0.482851996,2.0803005,138.5515523,226.6816079,276.7707319,0.8114,2.33,1.97,20.50,0.013004,23,APO,155338,2006,MZ1
155340,2006,SK198,57400,2.10730709,0.466441720,9.2356937,352.5202939,260.5773854,112.4396146,1.1244,3.09,3.06,16.30,0.109586,60,AMO,155340,2006,SK198
155341,2006,SA218,57400,1.47757947,0.241467367,18.5212499,277.9701820,144.4147324,39.0749638,1.1208,1.83,1.80,18.30,0.286213,103,AMO,155341,2006,SA218
159368,1979,QB,57400,2.33081004,0.442552546,3.3528532,12.1935853,342.3650091,69.8689890,1.2993,3.36,3.56,17.10,0.292852,139,AMO,159368,1979,QB
159399,1998,UL1,57400,1.52688115,0.214073260,41.9690761,353.1808619,214.8734284,217.6640911,1.2000,1.85,1.89,16.60,0.194846,140,AMO,159399,1998,UL1
159402,1999,AP10,57400,2.37598497,0.574827313,7.6250338,46.9491912,357.3894228,248.0227955,1.0102,3.74,3.66,16.10,0.069104,110,APO,159402,1999,AP10
159454,2000,DJ8,57400,1.41117704,0.252768593,37.7504674,262.9110473,139.5653190,266.7642444,1.0545,1.77,1.68,18.10,0.245256,69,AMO,159454,2000,DJ8
159459,2000,KB,57400,2.34159620,0.796553542,56.0754313,185.1216291,185.4214485,115.4944840,0.4764,4.21,3.58,16.20,0.525580,45,APO,159459,2000,KB
159467,2000,QK25,57400,1.80953744,0.282612036,6.1372591,240.2729098,138.8541205,88.2456391,1.2981,2.32,2.43,18.20,0.314670,54,AMO,159467,2000,QK25
159495,2000,UV16,57400,2.34727310,0.484635327,4.0790433,352.5843552,341.7561234,109.4436020,1.2097,3.48,3.60,17.30,0.198162,42,AMO,159495,2000,UV16
159504,2000,WO67,57400,2.43196568,0.618521630,9.7011354,237.6763175,107.7326321,28.2190310,0.9277,3.94,3.79,17.00,0.046471,129,APO,159504,2000,WO67
159518,2001,FF7,57400,2.10407221,0.444369245,47.5158990,59.3347518,190.1790203,287.2208186,1.1691,3.04,3.05,17.90,0.341121,55,AMO,159518,2001,FF7
159533,2001,HH31,57400,1.65442962,0.289025547,12.8506565,275.9225725,71.6497952,233.3368370,1.1763,2.13,2.13,17.60,0.290468,115,AMO,159533,2001,HH31
159555,2001,SJ276,57400,1.63027758,0.230141176,29.4386908,123.4731718,214.9680969,330.0948887,1.2551,2.01,2.08,18.60,0.349385,40,AMO,159555,2001,SJ276
159560,2001,TO103,57400,2.21273494,0.435098159,25.7218503,261.5714936,42.3120827,169.8439497,1.2500,3.18,3.29,17.00,0.470561,78,AMO,159560,2001,TO103
159608,2002,AC2,57400,1.67428262,0.351489041,58.8781987,208.1252293,102.7056417,330.5565902,1.0858,2.26,2.17,16.40,0.100920,53,AMO,159608,2002,AC2
159609,2002,AQ3,57400,2.11104584,0.462836090,40.0148677,243.4678566,124.2751412,258.5310742,1.1340,3.09,3.07,17.10,0.311719,73,AMO,159609,2002,AQ3
159635,2002,CZ46,57400,1.70317082,0.324207370,16.2427390,246.3082571,173.4388887,151.8240563,1.1510,2.26,2.22,18.00,0.260501,94,AMO,159635,2002,CZ46
159677,2002,HQ11,57400,1.85063040,0.595678574,6.0482657,322.1481903,153.3304354,192.1951425,0.7482,2.95,2.52,19.40,0.055644,35,APO,159677,2002,HQ11
159686,2002,LB6,57400,1.80362625,0.688757628,24.6965286,140.9368057,244.8096683,182.2129004,0.5614,3.05,2.42,16.30,0.283360,99,APO,159686,2002,LB6
159699,2002,PQ142,57400,1.69636371,0.716452365,16.7887492,332.1089247,151.3405227,341.0902844,0.4810,2.91,2.21,17.70,0.214193,49,APO,159699,2002,PQ142
159856,2004,JW6,57400,2.15600771,0.465147937,9.7523011,174.4358943,143.9774697,210.9443982,1.1531,3.16,3.17,17.90,0.139142,22,AMO,159856,2004,JW6
159857,2004,LJ1,57400,2.26597433,0.592420185,23.0434890,139.7079025,235.7759691,113.3472238,0.9236,3.61,3.41,15.40,0.019661,207,APO,159857,2004,LJ1
159923,2004,YJ32,57400,2.52135400,0.525493146,7.5275429,234.2380375,118.7974724,340.5122322,1.1964,3.85,4.00,16.40,0.217810,60,AMO,159923,2004,YJ32
159928,2005,CV69,57400,1.65442444,0.419217168,27.7512225,95.6160238,157.5064574,353.1032400,0.9609,2.35,2.13,18.00,0.218492,75,APO,159928,2005,CV69
159929,2005,UK,57400,1.88645741,0.407273549,54.4394557,19.4148466,222.5700902,108.7134597,1.1182,2.65,2.59,17.50,0.126927,26,AMO,159929,2005,UK
161989,Cacus,57400,1.12299844,0.213946358,26.0616992,102.1548993,161.2454365,208.5440597,0.8827,1.36,1.19,17.20,0.013885,162,APO,161989,Cacus
161995,1983,LB,57400,2.28594988,0.479148143,25.2765987,220.6713199,81.2330276,136.9117350,1.1906,3.38,3.46,17.20,0.243581,46,AMO,161995,1983,LB
161998,1988,PA,57400,2.14839010,0.405147232,8.2226491,137.5376471,162.1534909,264.7618429,1.2780,3.02,3.15,17.60,0.280477,105,AMO,161998,1988,PA
161999,1989,RC,57400,2.31549293,0.513669551,7.3838955,181.2473631,140.2208522,182.6375633,1.1261,3.50,3.52,19.00,0.111498,15,AMO,161999,1989,RC
162000,1990,OS,57400,1.67804095,0.462831394,1.0944387,21.4388762,346.6286066,229.2731985,0.9014,2.45,2.17,19.40,0.009177,87,APO,162000,1990,OS
162004,1991,VE,54729,0.89077228,0.664580072,7.2218814,193.5409105,61.9775029,110.8399055,0.2988,1.48,0.84,18.20,0.057864,164,ATE,162004,1991,VE
162011,Konnohmaru,57400,2.82774544,0.598758559,4.5577580,343.0512864,66.7455318,229.7561020,1.1346,4.52,4.76,16.60,0.146259,41,AMO,162011,Konnohmaru
162015,1994,TF2,57400,0.99309401,0.284060721,23.7534187,349.7442184,175.2492353,39.1371238,0.7110,1.28,0.99,19.20,0.253502,16,ATE,162015,1994,TF2
162038,1996,DH,57400,1.58698876,0.276640160,17.2337833,351.5059234,309.3144420,204.3642853,1.1480,2.03,2.00,16.60,0.133344,181,AMO,162038,1996,DH
162039,1996,JG,57400,1.80137664,0.661079155,5.2813590,280.1767604,52.9073011,22.1253345,0.6105,2.99,2.42,19.50,0.012401,38,APO,162039,1996,JG
162058,1997,AE12,57400,2.37130112,0.552290369,4.8778524,59.8703817,305.5388351,134.8938290,1.0617,3.68,3.65,17.90,0.091084,122,AMO,162058,1997,AE12
162063,1997,EH29,57400,1.21431159,0.666524585,13.0182968,198.6014814,175.1478029,144.1295313,0.4049,2.02,1.34,19.00,0.151292,35,APO,162063,1997,EH29
162080,1998,DG16,57400,0.89672959,0.358241389,16.2065492,356.8434165,344.3693651,209.3625515,0.5755,1.22,0.85,19.90,0.187858,53,ATE,162080,1998,DG16
162082,1998,HL1,57400,1.24631165,0.187202258,20.0461236,148.4869888,213.5752500,121.4655010,1.0130,1.48,1.39,18.90,0.040773,60,APO,162082,1998,HL1
162116,1998,SA15,57400,1.91588453,0.557719431,7.1008845,331.3123312,114.2849199,158.5057282,0.8474,2.98,2.65,19.40,0.046094,25,APO,162116,1998,SA15
162117,1998,SD15,57400,0.93245309,0.344872148,26.7966077,35.8288253,183.9502150,184.9395184,0.6109,1.25,0.90,19.10,0.109869,38,ATE,162117,1998,SD15
162120,1998,SH36,57400,1.08809209,0.570992651,2.1304244,278.7308792,217.9525178,19.9891376,0.4668,1.71,1.14,20.60,0.012136,45,APO,162120,1998,SH36
162142,1998,VR,57400,0.87554672,0.317992798,21.8044862,170.7009121,46.3982259,184.7337922,0.5971,1.15,0.82,18.60,0.150879,39,ATE,162142,1998,VR
162149,1998,YQ11,57400,1.87436180,0.395994744,11.9374941,245.6480888,256.6672745,223.4785165,1.1321,2.62,2.57,17.30,0.229947,74,AMO,162149,1998,YQ11
162157,1999,CV8,57400,1.29687472,0.351581373,15.2647865,279.2606173,132.0217269,217.8170382,0.8409,1.75,1.48,19.70,0.057055,27,APO,162157,1999,CV8
162161,1999,DK3,57400,2.11515897,0.443207149,43.1420403,103.0488957,149.7588305,137.1544552,1.1777,3.05,3.08,17.30,0.444989,33,AMO,162161,1999,DK3
162162,1999,DB7,57400,1.20578421,0.194840701,10.8411070,29.8672444,157.6185175,248.3417837,0.9708,1.44,1.32,19.90,0.001897,43,APO,162162,1999,DB7
162168,1999,GT6,57400,2.80215666,0.587288967,4.0617799,78.8426544,206.2605375,171.9707661,1.1565,4.45,4.69,17.00,0.157508,48,AMO,162168,1999,GT6
162173,Ryugu,57400,1.18954697,0.190210709,5.8835639,211.4547184,251.6033560,58.1814685,0.9633,1.42,1.30,19.20,0.000321,102,APO,162173,Ryugu
162181,1999,LF6,57400,1.40937091,0.280626588,18.9431150,140.8423933,208.5291342,276.9393220,1.0139,1.80,1.67,18.20,0.063159,185,APO,162181,1999,LF6
162183,1999,NB5,57400,2.07507347,0.534465780,1.4247494,122.7871702,235.6348773,166.5496335,0.9660,3.18,2.99,21.00,0.013304,44,APO,162183,1999,NB5
162186,1999,OP3,57400,2.71069276,0.610277334,27.5722003,271.1547919,311.5516019,286.0849047,1.0564,4.36,4.46,15.10,0.381156,111,AMO,162186,1999,OP3
162195,1999,RK45,57400,1.59819576,0.773205428,5.8933860,4.0976872,120.0287330,357.9646706,0.3625,2.83,2.02,19.40,0.087947,29,APO,162195,1999,RK45
162196,1999,RL45,57400,1.82608841,0.374999342,22.4438836,234.1836048,171.9962262,189.6588193,1.1413,2.51,2.47,18.70,0.239285,49,AMO,162196,1999,RL45
162210,1999,SM5,57400,2.29981968,0.694700742,5.2046083,319.1345214,327.7631340,259.4442711,0.7021,3.90,3.49,19.10,0.050013,61,APO,162210,1999,SM5
162214,1999,TC10,57400,2.32562632,0.583666068,19.2563948,58.0879466,28.2174529,196.6905483,0.9682,3.68,3.55,18.60,0.120702,18,APO,162214,1999,TC10
162215,1999,TL12,57400,1.08146072,0.436586606,17.3385557,346.7475566,202.3563935,357.1680112,0.6093,1.55,1.12,18.90,0.256325,37,APO,162215,1999,TL12
162269,1999,VO6,57400,1.13528887,0.738097093,40.1084795,302.4979820,206.8910820,86.2256573,0.2973,1.97,1.21,17.00,0.078060,74,APO,162269,1999,VO6
162273,1999,VL12,57400,1.59367010,0.236199587,20.1828048,40.9193262,234.4239283,136.0691284,1.2172,1.97,2.01,17.20,0.246294,186,AMO,162273,1999,VL12
162361,2000,AF6,57400,0.87788378,0.411475672,2.6965633,200.1348761,110.7887733,310.8580195,0.5167,1.24,0.82,20.10,0.023569,79,ATE,162361,2000,AF6
162385,2000,BM19,57400,0.74057553,0.358730594,6.8932351,247.4907878,70.4532165,138.2839427,0.4749,1.01,0.64,18.40,0.083084,40,ATE,162385,2000,BM19
162416,2000,EH26,57400,1.85394029,0.478259563,0.3980523,19.0950739,215.2292213,74.8191489,0.9673,2.74,2.52,21.70,0.001086,42,APO,162416,2000,EH26
162421,2000,ET70,57400,0.94661044,0.123691199,22.3242391,46.1075424,331.1591553,207.2840736,0.8295,1.06,0.92,18.00,0.030025,90,ATE,162421,2000,ET70
162422,2000,EV70,57400,1.20742844,0.531034441,1.3989383,314.4994307,108.9385552,23.3421058,0.5662,1.85,1.33,20.50,0.011843,60,APO,162422,2000,EV70
162433,2000,FK10,57400,1.35910232,0.481421497,13.9415655,246.9809537,41.6931202,295.8735358,0.7048,2.01,1.58,19.20,0.066690,33,APO,162433,2000,FK10
162452,2000,HO14,57400,2.26105491,0.447623731,5.4608876,53.8063840,217.4775354,197.6462420,1.2490,3.27,3.40,18.30,0.246510,21,AMO,162452,2000,HO14
162463,2000,JH5,57400,1.14553337,0.238049826,22.2135640,353.4049192,80.2229147,59.8991366,0.8728,1.42,1.23,17.60,0.110515,71,APO,162463,2000,JH5
162470,2000,KX43,57400,1.11263277,0.552886308,35.2740861,31.7640518,83.7708759,175.7514283,0.4975,1.73,1.17,19.30,0.269044,17,APO,162470,2000,KX43
162472,2000,LL,57400,1.25873553,0.118376784,31.8566071,66.8513461,245.6659230,333.5478012,1.1097,1.41,1.41,19.10,0.167470,24,AMO,162472,2000,LL
162474,2000,LB16,57400,1.24089896,0.357539683,50.7075358,285.2598540,80.8761747,41.5199036,0.7972,1.68,1.38,18.50,0.004094,53,APO,162474,2000,LB16
162483,2000,PJ5,57400,0.87266793,0.373661145,51.1819524,7.6363525,124.4254234,113.5056408,0.5466,1.20,0.82,17.50,0.174088,68,ATE,162483,2000,PJ5
162510,2000,QW69,57400,1.37600563,0.302140207,38.1534269,220.6805114,344.3619562,297.7078950,0.9603,1.79,1.61,17.30,0.024482,103,APO,162510,2000,QW69
162566,2000,RJ34,57400,2.63538765,0.574351047,13.8612065,143.2267862,331.3561110,163.4392119,1.1217,4.15,4.28,15.70,0.176777,164,AMO,162566,2000,RJ34
162567,2000,RW37,57400,1.24757973,0.250119940,13.7472110,133.2452126,333.3362960,268.7068767,0.9355,1.56,1.39,19.90,0.007910,54,APO,162567,2000,RW37
162581,2000,SA10,57400,1.66727598,0.351516160,15.8932582,248.1102591,200.3894850,354.6810540,1.0812,2.25,2.15,18.60,0.211317,81,AMO,162581,2000,SA10
162635,2000,SS164,57400,2.57989282,0.509543629,7.8114986,311.2574371,154.0996210,220.6381209,1.2653,3.89,4.14,16.40,0.302271,79,AMO,162635,2000,SS164
162679,2000,TK1,57400,1.19951496,0.571746714,29.2318286,167.3490040,13.0343400,89.1819471,0.5137,1.89,1.31,17.70,0.410586,58,APO,162679,2000,TK1
162687,2000,UH1,57400,1.87636253,0.543019448,14.7893614,40.7940197,76.2429617,304.9690764,0.8575,2.90,2.57,19.20,0.033774,19,APO,162687,2000,UH1
162694,2000,UH11,57400,0.87031527,0.422404697,32.2254054,187.3901133,29.7975776,78.8907144,0.5027,1.24,0.81,19.60,0.223691,30,ATE,162694,2000,UH11
162695,2000,UL11,57400,2.12201120,0.636967947,2.1892882,151.6131857,333.3941690,307.0436536,0.7704,3.47,3.09,20.10,0.023129,48,APO,162695,2000,UL11
162698,2000,UN30,57400,2.11863109,0.488120919,20.6897289,271.8166287,66.2814360,356.2428701,1.0845,3.15,3.08,18.20,0.334592,21,AMO,162698,2000,UN30
162723,2000,VM2,57400,1.77477816,0.680838299,6.3886907,187.2768017,329.8763055,108.6921852,0.5664,2.98,2.36,17.50,0.109512,44,APO,162723,2000,VM2
162740,2000,WF6,57400,2.46255871,0.501959836,39.0727397,158.8778016,264.4424628,329.1476159,1.2265,3.70,3.86,18.40,0.264738,17,AMO,162740,2000,WF6
162741,2000,WG6,57400,2.32111483,0.497638663,11.8191993,329.9759492,60.8589846,106.5053799,1.1660,3.48,3.54,17.30,0.194625,27,AMO,162741,2000,WG6
162781,2000,XL44,57400,2.22519943,0.427042794,10.0427554,163.8929038,332.0791943,180.2703577,1.2749,3.18,3.32,17.60,0.292076,68,AMO,162781,2000,XL44
162783,2000,YJ11,57400,1.31314817,0.232002149,7.2623779,339.0730567,64.9733600,31.7563698,1.0085,1.62,1.50,20.80,0.029694,32,APO,162783,2000,YJ11
162825,2001,BO61,57400,1.77430794,0.743150485,9.0761570,78.7313465,159.8744931,84.2470534,0.4557,3.09,2.36,18.00,0.014606,66,APO,162825,2001,BO61
162854,2001,DE47,57400,1.32290622,0.149258580,21.2662364,297.7329932,122.4449227,346.5710404,1.1255,1.52,1.52,19.10,0.212762,41,AMO,162854,2001,DE47
162873,2001,FB7,57400,1.40066903,0.086486665,20.1960779,198.6763680,357.9172825,325.9323708,1.2795,1.52,1.66,19.10,0.287413,49,AMO,162873,2001,FB7
162882,2001,FD58,57400,1.09214284,0.575247792,6.5003304,45.9105718,341.2385427,105.5792645,0.4639,1.72,1.14,18.60,0.032795,64,APO,162882,2001,FD58
162900,2001,HG31,57400,2.58547348,0.530233202,6.1745690,66.9000630,36.9465370,245.8997904,1.2146,3.96,4.16,15.80,0.254738,206,AMO,162900,2001,HG31
162903,2001,JV2,57400,1.30461995,0.237534981,47.4885590,301.2482648,216.9147663,359.8639247,0.9947,1.61,1.49,18.80,0.086333,38,APO,162903,2001,JV2
162911,2001,LL5,57400,1.20469308,0.339557501,7.9471260,205.0467574,281.9245130,92.4849222,0.7956,1.61,1.32,19.10,0.100723,56,APO,162911,2001,LL5
162913,2001,MT18,57400,1.27097099,0.519624025,8.6443698,356.0826094,170.5653510,121.7263609,0.6105,1.93,1.43,18.30,0.146061,72,APO,162913,2001,MT18
162922,2001,OY13,57400,1.31818812,0.381765622,10.2994193,291.1837177,284.2589655,250.5814605,0.8149,1.82,1.51,20.80,0.014016,39,APO,162922,2001,OY13
162926,2001,OB36,57400,2.93907639,0.619172565,42.6790086,289.2044954,113.0459792,283.6073716,1.1193,4.76,5.04,16.90,0.412038,22,AMO,162926,2001,OB36
162979,2001,RA12,57400,2.03686407,0.543837414,17.0819735,326.0325856,311.6213778,354.7445128,0.9291,3.14,2.91,18.00,0.021924,25,APO,162979,2001,RA12
162980,2001,RR17,57400,1.55315760,0.488999772,30.3982305,351.4217118,177.6398220,337.3459287,0.7937,2.31,1.94,16.70,0.198491,147,APO,162980,2001,RR17
162998,2001,SK162,57400,1.92546461,0.474069498,1.6794989,186.3203277,285.4325285,81.3350331,1.0127,2.84,2.67,17.90,0.029323,87,APO,162998,2001,SK162
163000,2001,SW169,57400,1.24829631,0.051480306,3.5544737,284.8328593,8.4434548,144.2990223,1.1840,1.31,1.39,19.20,0.178575,177,AMO,163000,2001,SW169
163001,2001,SE170,57400,2.12410667,0.453366950,19.9704475,124.9251511,216.5590698,239.4026826,1.1611,3.09,3.10,18.20,0.264093,82,AMO,163001,2001,SE170
163014,2001,UA5,57400,1.78700587,0.445340069,9.9465347,27.5402576,58.6966172,327.8377760,0.9912,2.58,2.39,17.50,0.031452,50,APO,163014,2001,UA5
163015,2001,UX16,57400,1.41693801,0.368330731,10.6181014,254.4926059,213.4379814,112.6929623,0.8950,1.94,1.69,21.90,0.062806,15,APO,163015,2001,UX16
163023,2001,XU1,57400,0.79736300,0.546324648,27.1532220,208.5168518,69.7104553,45.9894277,0.3617,1.23,0.71,19.20,0.056205,50,ATE,163023,2001,XU1
163026,2001,XR30,57400,1.29704430,0.365269579,11.8580409,294.3847660,247.9179890,131.0033969,0.8233,1.77,1.48,21.00,0.022233,15,APO,163026,2001,XR30
163051,2001,YJ4,57400,2.27097528,0.569387050,9.2810546,322.3043596,247.8630397,7.4164910,0.9779,3.56,3.42,16.30,0.026373,116,APO,163051,2001,YJ4
163067,2002,AP3,57400,2.04315611,0.588149865,7.5988782,117.6362149,87.4529523,255.2305648,0.8415,3.24,2.92,19.80,0.010256,11,APO,163067,2002,AP3
163070,2002,AO7,57400,2.91184741,0.635049715,14.5339802,240.6261008,278.0791921,269.9413441,1.0627,4.76,4.97,18.30,0.191301,25,AMO,163070,2002,AO7
163081,2002,AG29,57400,1.08700043,0.203371797,11.4934688,43.8189651,212.8971118,15.5028841,0.8659,1.31,1.13,18.50,0.077357,85,APO,163081,2002,AG29
163132,2002,CU11,57400,1.21956875,0.295169822,48.7818609,110.5379483,157.7652843,47.6093892,0.8596,1.58,1.35,18.50,0.001890,113,APO,163132,2002,CU11
163191,2002,EQ9,57400,1.83547435,0.464552322,16.3035105,44.1607839,179.1832664,182.5721908,0.9828,2.69,2.49,19.40,0.062813,63,APO,163191,2002,EQ9
163243,2002,FB3,57400,0.76151998,0.601817351,20.2751526,148.2875849,203.6141381,43.8160479,0.3032,1.22,0.66,16.40,0.003802,106,ATE,163243,2002,FB3
163249,2002,GT,57400,1.34435139,0.334832677,6.9681447,135.0903690,201.7645696,196.6537014,0.8942,1.79,1.56,18.40,0.016110,151,APO,163249,2002,GT
163250,2002,GH1,57400,2.68860815,0.540033546,35.0275097,350.9495424,170.3113105,46.5363267,1.2367,4.14,4.41,15.50,0.247850,111,AMO,163250,2002,GH1
163252,2002,GD11,57400,2.12944761,0.441366023,9.0057385,200.9764913,95.6646400,116.5838998,1.1896,3.07,3.11,17.60,0.179177,58,AMO,163252,2002,GD11
163295,2002,HW,57400,2.47117821,0.640750783,5.8253122,76.9566092,32.9853173,206.6567943,0.8878,4.05,3.88,19.30,0.055628,38,APO,163295,2002,HW
163335,2002,LJ,57400,1.32796001,0.667089590,56.2963477,155.6208513,247.0664194,268.0094482,0.4421,2.21,1.53,17.00,0.500255,63,APO,163335,2002,LJ
163348,2002,NN4,57400,0.87642970,0.434343424,5.4153324,222.2353585,259.5286248,321.8130667,0.4958,1.26,0.82,20.00,0.006716,104,ATE,163348,2002,NN4
163364,2002,OD20,57400,1.36562197,0.369135788,4.1884366,275.2363259,259.9862281,267.3365341,0.8615,1.87,1.60,18.80,0.026163,96,APO,163364,2002,OD20
163373,2002,PZ39,57400,1.46969276,0.546708501,1.6617022,259.4685101,329.5252872,224.0342156,0.6662,2.27,1.78,18.90,0.002958,72,APO,163373,2002,PZ39
163412,2002,RV25,57400,1.90742034,0.450413490,34.4952529,46.1263153,18.1882949,356.9408816,1.0483,2.77,2.63,17.30,0.147010,60,AMO,163412,2002,RV25
163454,2002,RN129,57400,1.16214341,0.369955065,23.1249073,198.5818398,332.1453158,59.6067809,0.7322,1.59,1.25,18.90,0.236596,33,APO,163454,2002,RN129
163667,2002,WC1,57400,2.56869841,0.578265033,4.6550465,81.8310279,42.2425862,50.0013849,1.0833,4.05,4.12,19.70,0.129152,16,AMO,163667,2002,WC1
163679,2002,XG84,57400,1.49489819,0.471473168,5.0586376,349.6265899,29.8223379,82.9054814,0.7901,2.20,1.83,19.20,0.071854,54,APO,163679,2002,XG84
163683,2002,YP2,57400,1.57718636,0.688262328,20.6178873,281.3429334,52.5365830,239.0576376,0.4917,2.66,1.98,19.00,0.020922,38,APO,163683,2002,YP2
163691,2003,BB43,57400,2.41522350,0.522439816,40.8866339,60.5920295,149.0328364,146.9504205,1.1534,3.68,3.75,17.00,0.350527,52,AMO,163691,2003,BB43
163692,2003,CY18,57400,1.52616181,0.410576911,7.1998930,180.8565604,114.4339158,203.4939376,0.8996,2.15,1.89,18.00,0.092610,104,APO,163692,2003,CY18
163693,Atira,57400,0.74103873,0.322137041,25.6188364,252.9450276,103.9154657,234.7936638,0.5023,0.98,0.64,16.30,0.207224,71,IEO,163693,Atira
163694,2003,DP13,57400,2.64283791,0.543084976,9.8140512,283.0417392,326.7561862,336.4531216,1.2076,4.08,4.30,17.20,0.263728,67,AMO,163694,2003,DP13
163696,2003,EB50,57400,1.57113341,0.519402083,29.4951493,278.9177307,65.6878248,47.2701789,0.7551,2.39,1.97,16.50,0.052927,187,APO,163696,2003,EB50
163697,2003,EF54,57400,1.60918004,0.472700344,2.9505098,353.6914406,268.5176511,71.2876039,0.8485,2.37,2.04,20.00,0.042146,62,APO,163697,2003,EF54
163732,2003,KP2,57400,2.75005110,0.696350658,44.6451620,190.6381415,193.4095718,246.4136084,0.8351,4.67,4.56,15.40,0.159062,106,APO,163732,2003,KP2
163758,2003,OS13,57400,1.29591500,0.741059592,41.5516624,244.2264177,272.2342143,198.4379038,0.3356,2.26,1.48,17.40,0.090384,65,APO,163758,2003,OS13
163760,2003,OR14,57400,2.51710741,0.499880217,13.0518508,211.8155883,211.5459658,355.8347826,1.2589,3.78,3.99,16.60,0.290848,110,AMO,163760,2003,OR14
163818,2003,RX7,57400,1.22924495,0.354463950,10.3894543,245.8386634,241.0819565,274.2603303,0.7935,1.66,1.36,18.40,0.027008,83,APO,163818,2003,RX7
163899,2003,SD220,57400,0.82762717,0.210633035,8.4599836,326.4431838,274.0614234,257.1629620,0.6533,1.00,0.75,17.30,0.018396,79,ATE,163899,2003,SD220
163902,2003,SW222,57400,1.66080027,0.247896009,16.1083796,164.9323529,283.7640050,247.6327774,1.2491,2.07,2.14,17.20,0.270654,132,AMO,163902,2003,SW222
164120,2003,YK,57400,1.51193191,0.407923932,11.0325418,189.5584442,345.6622948,119.8131624,0.8952,2.13,1.86,19.20,0.083930,28,APO,164120,2003,YK
164121,2003,YT1,57400,1.10994052,0.291903166,44.0617761,90.9877258,38.3389522,56.9435512,0.7859,1.43,1.17,16.20,0.002461,82,APO,164121,2003,YT1
164184,2004,BF68,57400,1.62690681,0.453484548,4.6022034,2.5275100,202.2410359,247.3304578,0.8891,2.36,2.08,19.30,0.054737,50,APO,164184,2004,BF68
164201,2004,EC,57400,1.99755779,0.859599634,34.6038448,10.2876540,28.8397022,85.1399337,0.2805,3.71,2.82,15.70,0.414002,100,APO,164201,2004,EC
