ID,Name,Epoch,a,e,i,w,Node,M,q,Q,P,H,MOID,ref,class,ID2,Name2
433,Eros,57400,1.45787775,0.222678659,10.8286023,178.7980368,304.3298182,95.3611480,1.1332,1.78,1.76,11.16,0.148887,469,AMO,433,Eros
719,Albert,57400,2.63325325,0.550874298,11.5645660,156.0191400,183.9733893,132.6314917,1.1827,4.08,4.27,15.50,0.188608,77,AMO,719,Albert
887,Alinda,57400,2.47876036,0.567217217,9.3574816,350.3461557,110.5523076,250.3636264,1.0728,3.88,3.90,13.40,0.091819,140,AMO,887,Alinda
1036,Ganymed,57400,2.66327605,0.533951412,26.6923834,132.4790085,215.5554527,1.8201299,1.2412,4.09,4.35,9.45,0.340296,569,AMO,1036,Ganymed
1221,Amor,57400,1.91938651,0.435455164,11.8796043,26.6361511,171.3459516,165.4893313,1.0836,2.76,2.66,17.70,0.106983,60,AMO,1221,Amor
1566,Icarus,57400,1.07806302,0.826894244,22.8282663,31.3785739,88.0166238,223.3210681,0.1866,1.97,1.12,16.90,0.034111,98,APO,1566,Icarus
1580,Betulia,57400,2.19724545,0.487492272,52.0815389,159.4701717,62.3023803,70.8917963,1.1261,3.27,3.26,14.80,0.135068,185,AMO,1580,Betulia
1620,Geographos,57400,1.24534335,0.335414727,13.3376933,276.8786706,337.2164073,180.4727123,0.8276,1.66,1.39,15.60,0.029311,447,APO,1620,Geographos
1627,Ivar,57400,1.86292629,0.396501729,8.4511265,167.7895119,133.1478468,356.3862361,1.1243,2.60,2.54,13.20,0.110404,595,AMO,1627,Ivar
1685,Toro,57400,1.36736341,0.435903423,9.3806217,127.1102266,274.3013857,24.1897925,0.7713,1.96,1.60,14.23,0.050590,328,APO,1685,Toro
1862,Apollo,55194,1.47024074,0.559939712,6.3529548,285.8483152,35.7391182,144.2236102,0.6470,2.29,1.78,16.25,0.025703,257,APO,1862,Apollo
1863,Antinous,57400,2.25989986,0.606260170,18.4001276,267.9856655,346.4899306,325.4564363,0.8898,3.63,3.40,15.54,0.183081,115,APO,1863,Antinous
1864,Daedalus,57400,1.46071953,0.614740280,22.2123947,325.6239588,6.6430623,48.1766011,0.5628,2.36,1.77,14.85,0.268740,351,APO,1864,Daedalus
1865,Cerberus,57400,1.08002428,0.466970474,16.0945166,325.2373739,212.9325266,38.3411866,0.5757,1.58,1.12,16.84,0.156199,116,APO,1865,Cerberus
1866,Sisyphus,57400,1.89370799,0.538452797,41.1926401,293.0845329,63.5083298,218.9545926,0.8740,2.91,2.61,12.40,0.103004,407,APO,1866,Sisyphus
1915,Quetzalcoatl,57400,2.54488359,0.570553384,20.4035434,347.8563187,162.9552329,226.8477222,1.0929,4.00,4.06,18.97,0.108757,10,AMO,1915,Quetzalcoatl
1916,Boreas,57400,2.27171755,0.450211256,12.8887817,335.8767431,340.6394005,79.3575851,1.2490,3.29,3.42,14.93,0.248946,156,AMO,1916,Boreas
1917,Cuyo,57400,2.15127445,0.504214218,23.9437040,194.4627950,188.3165698,114.2562460,1.0666,3.24,3.16,13.90,0.074769,306,AMO,1917,Cuyo
1943,Anteros,57400,1.43050623,0.255965751,8.7052734,338.3382674,246.3398218,346.5523121,1.0643,1.80,1.71,15.75,0.061569,362,AMO,1943,Anteros
1980,Tezcatlipoca,57400,1.70946358,0.364874668,26.8599314,115.3909443,246.6153759,64.1148286,1.0857,2.33,2.24,13.92,0.244782,324,AMO,1980,Tezcatlipoca
1981,Midas,57400,1.77613306,0.650010372,39.8331009,267.7986788,356.9052449,6.6291196,0.6216,2.93,2.37,15.20,0.003819,118,APO,1981,Midas
2059,Baboquivari,57400,2.64686637,0.529240099,11.0308406,191.2772869,200.9885552,40.3391973,1.2460,4.05,4.31,16.00,0.252182,104,AMO,2059,Baboquivari
2061,Anza,57400,2.26539282,0.536912164,3.7734008,156.5216447,207.6030065,78.9110638,1.0491,3.48,3.41,16.56,0.052615,65,AMO,2061,Anza
2062,Aten,55926,0.96678983,0.182717134,18.9336868,148.0354056,108.6003764,172.2677628,0.7901,1.14,0.95,16.80,0.113146,148,ATE,2062,Aten
2063,Bacchus,57400,1.07795677,0.349328348,9.4328212,55.3189605,33.1048657,304.7338918,0.7014,1.45,1.12,17.30,0.067121,112,APO,2063,Bacchus
2100,Ra-Shalom,53109,0.83202333,0.436541801,15.7561955,355.9791850,170.8883729,81.7494709,0.4688,1.20,0.76,16.05,0.149281,151,ATE,2100,Ra-Shalom
2101,Adonis,57400,1.87494410,0.763827825,1.3303823,43.2418225,349.8422902,81.5927516,0.4428,3.31,2.57,18.80,0.011780,33,APO,2101,Adonis
2102,Tantalus,57400,1.29005178,0.299148816,64.0053593,61.5550993,94.3699394,85.7864300,0.9041,1.68,1.47,16.00,0.043091,102,APO,2102,Tantalus
2135,Aristaeus,57400,1.59947281,0.503054074,23.0614491,290.8742523,191.2211182,83.4440342,0.7949,2.40,2.02,17.94,0.009728,16,APO,2135,Aristaeus
2201,Oljato,57400,2.17467194,0.713124845,2.5224118,98.2284334,75.0099177,71.3793838,0.6239,3.73,3.21,15.25,0.003239,175,APO,2201,Oljato
2202,Pele,57400,2.29042689,0.512465234,8.7451330,217.9283939,169.9844261,165.8585129,1.1167,3.46,3.47,17.20,0.143260,34,AMO,2202,Pele
2212,Hephaistos,57400,2.15904697,0.837576182,11.5582329,209.3347493,27.5690390,272.0812839,0.3507,3.97,3.17,13.87,0.116104,376,APO,2212,Hephaistos
2329,Orthos,57400,2.40880949,0.654955079,24.4666899,146.0297575,169.3218537,202.9245611,0.8311,3.99,3.74,14.60,0.097924,120,APO,2329,Orthos
2340,Hathor,53228,0.84382925,0.449884166,5.8545912,39.9262942,211.5421371,42.1044329,0.4642,1.22,0.78,20.20,0.006874,60,ATE,2340,Hathor
2368,Beltrovata,57400,2.10639552,0.413053997,5.2249400,42.8719178,287.4475712,206.2388656,1.2363,2.98,3.06,15.21,0.232584,178,AMO,2368,Beltrovata
2608,Seneca,57400,2.51606353,0.571350508,14.6821235,37.3151644,167.3732548,204.9371196,1.0785,3.95,3.99,17.52,0.131350,14,AMO,2608,Seneca
3102,Krok,57400,2.15065508,0.449477814,8.4438622,154.7936563,172.0879361,321.8353068,1.1840,3.12,3.15,16.20,0.181850,120,AMO,3102,Krok
3103,Eger,57400,1.40439693,0.354365323,20.9310438,254.0072306,129.7920961,208.6221635,0.9067,1.90,1.66,15.38,0.077898,325,APO,3103,Eger
3122,Florence,57400,1.76862821,0.422736027,22.1621754,27.7229736,336.1211555,100.1458140,1.0210,2.52,2.35,14.10,0.043325,346,AMO,3122,Florence
3199,Nefertiti,57400,1.57441811,0.284059946,32.9695577,53.3694680,340.0228885,282.6243086,1.1272,2.02,1.98,14.84,0.214280,223,AMO,3199,Nefertiti
3200,Phaethon,57400,1.27119448,0.889875188,22.2428424,322.1491114,265.2551262,208.8333449,0.1400,2.40,1.43,14.60,0.019867,479,APO,3200,Phaethon
3271,Ul,57400,2.10128535,0.395964621,25.0749779,159.1104579,158.8439156,349.1433674,1.2693,2.93,3.05,16.60,0.274105,45,AMO,3271,Ul
3288,Seleucus,57400,2.03283274,0.456209232,5.9301068,349.2885916,218.6556269,233.1353196,1.1054,2.96,2.90,15.30,0.101255,283,AMO,3288,Seleucus
3352,McAuliffe,57400,1.87889472,0.369046472,4.7728139,15.9214505,107.3829911,203.4847752,1.1855,2.57,2.58,15.80,0.202675,164,AMO,3352,McAuliffe
3360,Syrinx,57400,2.46697092,0.745471348,21.1543211,63.4571700,242.5605625,315.3490319,0.6279,4.31,3.87,15.90,0.107877,82,APO,3360,Syrinx
3361,Orpheus,54630,1.20944199,0.322882650,2.6848549,301.6506257,189.6022467,283.4076826,0.8189,1.60,1.33,19.03,0.013917,92,APO,3361,Orpheus
3362,Khufu,57400,0.98950590,0.468533592,9.9173416,55.0353048,152.4524767,35.7589053,0.5259,1.45,0.98,18.30,0.013012,22,ATE,3362,Khufu
3551,Verenia,57400,2.09214405,0.487709444,9.5154024,193.2411518,173.8398609,241.1213149,1.0718,3.11,3.03,16.75,0.071918,66,AMO,3551,Verenia
3552,Don,Quixote,57400,4.23672440,0.711953206,31.2097360,316.8992424,350.0170650,264.5519943,1.2204,7.25,8.72,12.90,0.312024,135,AMO,3552,Don,Quixote
3553,Mera,57400,1.64458633,0.320160088,36.7698566,288.8928383,232.5373913,234.1652156,1.1181,2.17,2.11,16.40,0.293808,137,AMO,3553,Mera
3554,Amun,57400,0.97367510,0.280480274,23.3625564,359.3922836,358.6265343,184.7809675,0.7006,1.25,0.96,15.82,0.250204,249,ATE,3554,Amun
3671,Dionysus,57400,2.19889125,0.541471013,13.5346771,204.2173482,82.1319934,244.4080779,1.0083,3.39,3.26,16.50,0.019960,79,APO,3671,Dionysus
3691,Bede,57400,1.77442883,0.284091410,20.3614704,234.8981444,348.7686896,90.8295586,1.2703,2.28,2.36,14.70,0.351493,315,AMO,3691,Bede
3752,Camillo,57400,1.41343375,0.301682758,55.5597076,312.2221448,147.9785586,291.9983031,0.9870,1.84,1.68,15.30,0.078229,160,APO,3752,Camillo
3753,Cruithne,57400,0.99770566,0.514911767,19.8071400,43.8172860,126.2411405,24.0666255,0.4840,1.51,1.00,15.60,0.070522,123,ATE,3753,Cruithne
3757,Anagolay,57400,1.83457487,0.445617370,3.8682113,17.1677687,74.9731902,104.6174651,1.0171,2.65,2.48,18.95,0.036992,41,AMO,3757,Anagolay
3838,Epona,57400,1.50498425,0.702235634,29.2054893,49.6849097,235.5100800,317.4356508,0.4481,2.56,1.85,15.60,0.159774,99,APO,3838,Epona
3908,Nyx,53578,1.92718685,0.459113551,2.1766707,125.9783634,261.6882540,99.7699048,1.0424,2.81,2.68,17.30,0.056340,166,AMO,3908,Nyx
3988,Huma,57400,1.54436959,0.316797239,10.7663914,86.8689153,229.8416593,113.2103095,1.0551,2.03,1.92,17.90,0.176796,121,AMO,3988,Huma
4015,Wilson-Harrington,57400,2.63920104,0.626977432,2.7683312,92.6371658,269.2164395,161.9121927,0.9845,4.29,4.29,15.99,0.045552,167,APO,4015,Wilson-Harrington
4034,Vishnu,55587,1.05965389,0.443905194,11.1700737,296.5800497,158.0036734,50.8080932,0.5893,1.53,1.09,18.40,0.019276,73,APO,4034,Vishnu
4055,Magellan,57400,1.82017955,0.326517793,23.2576681,154.3699973,164.8500201,63.1005440,1.2259,2.41,2.46,14.70,0.237340,413,AMO,4055,Magellan
4179,Toutatis,57400,2.53444812,0.629382438,0.4471182,278.7263155,124.3732685,281.8832735,0.9393,4.13,4.03,15.30,0.006054,498,APO,4179,Toutatis
4183,Cuno,57400,1.98240013,0.634412905,6.7064919,236.2883690,294.9296532,126.4616640,0.7247,3.24,2.79,14.40,0.028744,321,APO,4183,Cuno
4197,Morpheus,57400,2.29664844,0.771822462,12.5769849,122.4077250,7.1859193,170.0121023,0.5240,4.07,3.48,14.60,0.098378,86,APO,4197,Morpheus
4257,Ubasti,57400,1.64697202,0.468323653,40.7169936,278.9336260,169.2151602,108.8778867,0.8757,2.42,2.11,15.80,0.169727,130,APO,4257,Ubasti
4341,Poseidon,57400,1.83521719,0.679574309,11.8524664,15.6506381,108.1208651,215.3234035,0.5881,3.08,2.49,16.00,0.194452,84,APO,4341,Poseidon
4401,Aditi,57400,2.57956665,0.564953785,26.6519667,68.1590467,22.9109731,92.7694496,1.1222,4.04,4.14,16.00,0.328921,130,AMO,4401,Aditi
4450,Pan,57400,1.44225353,0.586544442,5.5197596,291.7757158,311.8525268,171.2973773,0.5963,2.29,1.73,17.10,0.028492,163,APO,4450,Pan
4486,Mithra,57400,2.19939736,0.662838220,3.0395313,168.8755797,82.2484502,270.6673697,0.7416,3.66,3.26,15.60,0.046417,181,APO,4486,Mithra
4487,Pocahontas,57400,1.73070189,0.296534038,16.4059884,173.9128543,198.1378360,150.3519638,1.2175,2.24,2.28,17.40,0.218333,113,AMO,4487,Pocahontas
4503,Cleobulus,57400,2.70709694,0.523052120,2.5135603,76.3597143,46.0077520,298.5096413,1.2911,4.12,4.45,15.60,0.310667,94,AMO,4503,Cleobulus
4544,Xanthus,57400,1.04177388,0.250121149,14.1456111,333.7470932,24.0099822,269.2692510,0.7812,1.30,1.06,17.10,0.173705,147,APO,4544,Xanthus
4581,Asclepius,56646,1.02239476,0.357063115,4.9190715,255.3007795,180.3003542,42.9525897,0.6573,1.39,1.03,20.70,0.003352,53,APO,4581,Asclepius
4596,1981,QB,57400,2.24068232,0.518722755,37.0905767,248.4111131,154.2896728,68.9982371,1.0784,3.40,3.35,16.10,0.298610,57,AMO,4596,1981,QB
4660,Nereus,57400,1.48872552,0.359973046,1.4318221,158.0193856,314.4588895,253.7889838,0.9528,2.02,1.82,18.20,0.003204,101,APO,4660,Nereus
4688,1980,WF,57400,2.23464863,0.515234955,6.3768431,213.5646095,241.3390677,180.9195001,1.0833,3.39,3.34,19.40,0.114053,41,AMO,4688,1980,WF
4769,Castalia,57400,1.06326583,0.483128420,8.8862580,121.3533455,325.5919190,327.2255804,0.5496,1.58,1.10,16.90,0.019960,75,APO,4769,Castalia
4947,Ninkasi,57400,1.37002315,0.168419296,15.6515032,192.8580199,215.4605646,337.8470257,1.1393,1.60,1.60,18.00,0.148912,105,AMO,4947,Ninkasi
4953,1990,MU,57400,1.62123989,0.657618108,24.3878556,77.7482994,77.7374778,197.2164960,0.5551,2.69,2.06,14.10,0.025605,68,APO,4953,1990,MU
4954,Eric,57400,2.00161031,0.448478068,17.4460832,52.4287946,358.5198153,314.1801921,1.1039,2.90,2.83,12.60,0.194843,354,AMO,4954,Eric
4957,Brucemurray,57400,1.56547755,0.219040437,35.0067127,97.4645345,254.9152834,340.2498840,1.2226,1.91,1.96,14.90,0.424606,77,AMO,4957,Brucemurray
5011,Ptah,57400,1.63554409,0.500011465,7.4075623,105.7475833,10.7820919,106.3425038,0.8178,2.45,2.09,16.40,0.024859,134,APO,5011,Ptah
5131,1990,BG,57400,1.48614796,0.569111495,36.4214806,135.8151682,110.3972586,57.1535866,0.6404,2.33,1.81,14.70,0.275679,140,APO,5131,1990,BG
5143,Heracles,57400,1.83366870,0.772358170,9.0337772,227.7206665,309.5568132,215.5640000,0.4174,3.25,2.48,13.90,0.058386,349,APO,5143,Heracles
5189,1990,UQ,57400,1.55140026,0.478117367,3.5836606,159.6569500,135.3377814,66.3153776,0.8096,2.29,1.93,17.90,0.044748,80,APO,5189,1990,UQ
5324,Lyapunov,57400,2.98097740,0.607700304,19.6432053,321.1577516,352.3223835,210.6059653,1.1694,4.79,5.15,15.50,0.219455,37,AMO,5324,Lyapunov
5332,Davidaguilar,57400,2.16325239,0.456670214,25.4742021,305.8231746,142.9269640,68.7697224,1.1754,3.15,3.18,14.60,0.304597,181,AMO,5332,Davidaguilar
5370,Taranis,57400,3.32933235,0.635599134,19.1290722,161.2230024,177.8434347,290.5408157,1.2132,5.45,6.07,15.20,0.219785,44,AMO,5370,Taranis
5381,Sekhmet,57400,0.94745852,0.296226363,48.9675122,37.4270050,58.5449053,19.1932355,0.6668,1.23,0.92,16.60,0.111610,79,ATE,5381,Sekhmet
5496,1973,NA,57400,2.43526288,0.635898188,67.9919041,118.0111454,101.0720556,85.3054846,0.8867,3.98,3.80,16.00,0.089148,51,APO,5496,1973,NA
5587,1990,SB,57400,2.39752123,0.544162659,18.0956643,86.7344146,189.9787705,334.3766178,1.0929,3.70,3.71,13.80,0.307342,204,AMO,5587,1990,SB
5590,1990,VA,57400,0.98564659,0.279439836,14.1856856,34.4736950,216.3053380,42.8003125,0.7102,1.26,0.98,19.70,0.120748,15,ATE,5590,1990,VA
5604,1992,FE,57400,0.92872011,0.406005253,4.7397805,82.4264304,312.1291117,345.6756392,0.5517,1.31,0.90,17.10,0.033508,95,ATE,5604,1992,FE
5620,Jasonwheeler,57400,2.15956076,0.422083672,7.8701945,153.7767198,128.7035081,18.0369003,1.2480,3.07,3.17,17.00,0.238027,92,AMO,5620,Jasonwheeler
5626,1991,FE,57400,2.19521604,0.453937952,3.8541377,231.4099700,173.2636328,310.7545255,1.1987,3.19,3.25,14.20,0.213775,350,AMO,5626,1991,FE
5645,1990,SP,57400,1.35494301,0.387245401,13.5065878,48.1957765,45.7650918,324.4349327,0.8302,1.88,1.58,17.10,0.054433,108,APO,5645,1990,SP
5646,1990,TR,57400,2.14255133,0.437170010,7.9143862,335.6527755,14.1358841,30.0867839,1.2059,3.08,3.14,15.40,0.207105,293,AMO,5646,1990,TR
5653,Camarillo,57400,1.79422341,0.304194303,6.8743504,122.4944640,9.9787933,191.6998498,1.2484,2.34,2.40,16.10,0.283295,178,AMO,5653,Camarillo
5660,1974,MA,57400,1.78542868,0.762183441,38.0690229,126.9176956,302.2884811,116.0375359,0.4246,3.15,2.39,15.40,0.160258,45,APO,5660,1974,MA
5693,1993,EA,57400,1.27120693,0.585295982,5.0545101,258.8415558,97.0806249,161.7528477,0.5272,2.02,1.43,16.60,0.005593,196,APO,5693,1993,EA
5731,Zeus,57400,2.26296305,0.653747330,11.4280577,217.0194868,281.6911160,322.1440564,0.7836,3.74,3.40,15.60,0.071753,122,APO,5731,Zeus
5751,Zao,57400,2.10291220,0.423776140,16.0739405,25.2587992,121.6911926,300.1201443,1.2117,2.99,3.05,14.80,0.244159,192,AMO,5751,Zao
5786,Talos,57400,1.08147795,0.826866378,23.2337875,8.3478175,161.3119232,353.2892746,0.1872,1.98,1.12,17.10,0.188899,127,APO,5786,Talos
5797,Bivoj,57400,1.89365310,0.443987272,4.1876419,168.4419408,299.0037011,299.2988666,1.0529,2.73,2.61,18.80,0.070735,56,AMO,5797,Bivoj
5828,1991,AM,57400,1.69784466,0.694963584,30.1140889,152.7438600,125.4475770,71.9710686,0.5179,2.88,2.21,16.00,0.397144,136,APO,5828,1991,AM
5836,1993,MF,57400,2.44082998,0.536362634,7.9482525,77.9832069,238.7836855,312.2622323,1.1317,3.75,3.81,14.70,0.183586,138,AMO,5836,1993,MF
5863,Tara,57400,2.22282507,0.505558265,19.4883618,115.4318399,168.9338368,294.9584258,1.0991,3.35,3.31,15.60,0.235406,145,AMO,5863,Tara
5869,Tanith,57400,1.81235209,0.321048403,17.9282078,230.7775315,227.9175822,19.6207285,1.2305,2.39,2.44,17.20,0.310276,117,AMO,5869,Tanith
5879,Almeria,57400,1.62473408,0.289286447,21.5756668,355.6826736,145.8746276,200.0662327,1.1547,2.09,2.07,17.40,0.167775,24,AMO,5879,Almeria
6037,1988,EG,57400,1.27114992,0.499595623,3.4996077,242.0754060,182.4818597,209.3196973,0.6361,1.91,1.43,18.70,0.024185,66,APO,6037,1988,EG
6047,1991,TB1,57400,1.45443440,0.352091370,23.4738603,103.7621434,6.1260501,244.4090147,0.9423,1.97,1.75,17.80,0.140242,96,APO,6047,1991,TB1
6050,Miwablock,57400,2.20388430,0.436091861,6.4007859,284.8565754,88.2971343,148.2180944,1.2428,3.16,3.27,14.90,0.270290,290,AMO,6050,Miwablock
6053,1993,BW3,57400,2.14713541,0.528859983,21.5828943,74.8459275,318.3554180,159.4535605,1.0116,3.28,3.15,14.80,0.220483,105,APO,6053,1993,BW3
6063,Jason,57400,2.21264002,0.766446125,4.9212240,337.1025759,169.4430593,223.8473362,0.5168,3.91,3.29,15.90,0.074463,99,APO,6063,Jason
6178,1986,DA,57400,2.82249238,0.581798380,4.3046028,127.3135640,64.6639590,108.5880667,1.1804,4.46,4.74,15.10,0.190490,75,AMO,6178,1986,DA
6239,Minos,57400,1.15148640,0.412758473,3.9449637,239.6627729,344.6180217,191.3734637,0.6762,1.63,1.24,18.50,0.026193,171,APO,6239,Minos
6455,1992,HE,57400,2.24091994,0.572071029,37.3423334,262.7720910,26.9549897,9.6631701,0.9590,3.52,3.35,13.90,0.290146,215,APO,6455,1992,HE
6456,Golombek,57400,2.19250500,0.409557736,8.2261815,347.1260774,313.6280469,83.5774116,1.2945,3.09,3.25,15.90,0.279334,143,AMO,6456,Golombek
6489,Golevka,52219,2.50723814,0.604021161,2.2780652,65.9393475,211.5969087,213.8412336,0.9928,4.02,3.97,19.20,0.028842,103,APO,6489,Golevka
6491,1991,OA,57400,2.50073294,0.590481614,5.9435874,323.5785109,301.9311297,65.4559040,1.0241,3.98,3.95,18.90,0.041940,26,AMO,6491,1991,OA
6569,Ondaatje,57400,1.62624176,0.220713504,22.6383734,167.2833456,111.4994722,308.1089390,1.2673,1.99,2.07,16.40,0.253580,115,AMO,6569,Ondaatje
6611,1993,VW,57400,1.69580496,0.484582963,8.6969282,281.3414944,230.9611202,327.3584540,0.8740,2.52,2.21,16.90,0.060685,189,APO,6611,1993,VW
7025,1993,QA,57400,1.47580486,0.315029658,12.6070862,323.4060137,146.6438424,55.5523437,1.0109,1.94,1.79,18.30,0.062965,81,APO,7025,1993,QA
7088,Ishtar,57400,1.98087624,0.390465158,8.2999369,354.7080195,102.6868746,220.6166460,1.2074,2.75,2.79,16.70,0.224325,84,AMO,7088,Ishtar
7092,Cadmus,57400,2.53457354,0.698157757,17.8117378,93.8163298,57.7085509,330.7204189,0.7650,4.30,4.04,15.10,0.096308,148,APO,7092,Cadmus
7236,1987,PA,57400,2.72300208,0.559405517,16.3323379,337.8866393,308.5386924,125.6525473,1.1997,4.25,4.49,18.30,0.199343,38,AMO,7236,1987,PA
7335,1989,JA,57400,1.77046423,0.484229284,15.1953479,232.2647852,61.3366511,90.8165643,0.9132,2.63,2.36,17.00,0.021129,73,APO,7335,1989,JA
7336,Saunders,57400,2.30778157,0.480298983,7.1911271,181.3670941,174.4894856,185.0402417,1.1994,3.42,3.51,18.80,0.193078,86,AMO,7336,Saunders
7341,1991,VK,57400,1.84198048,0.506567391,5.4192516,173.3663734,294.8742533,216.0216678,0.9089,2.78,2.50,16.70,0.047948,190,APO,7341,1991,VK
7350,1993,VA,57400,1.35568213,0.390988266,7.2620786,336.5765031,133.1557105,346.3619039,0.8256,1.89,1.58,17.10,0.080497,160,APO,7350,1993,VA
7358,Oze,57400,2.19895154,0.502552309,4.6562149,91.4472312,266.0436202,104.9575401,1.0939,3.30,3.26,14.60,0.122553,218,AMO,7358,Oze
7474,1992,TC,57400,1.56558652,0.292441211,7.0873999,275.5510819,88.6531633,319.6698828,1.1077,2.02,1.96,18.00,0.166416,42,AMO,7474,1992,TC
7480,Norwan,57400,1.56763752,0.317119442,9.4540802,256.7486247,124.4235269,291.6165116,1.0705,2.06,1.96,17.00,0.160208,154,AMO,7480,Norwan
7482,1994,PC1,57400,1.34624645,0.328386384,33.4881248,47.6045279,117.8986705,28.9046410,0.9042,1.79,1.56,16.80,0.000458,93,APO,7482,1994,PC1
7753,1988,XB,57400,1.46791456,0.481838221,3.1226289,280.0149193,73.4572595,121.7648436,0.7606,2.18,1.78,18.60,0.006564,136,APO,7753,1988,XB
7822,1991,CS,57400,1.12289863,0.164673447,37.1219526,249.4042664,156.8693181,51.5620731,0.9380,1.31,1.19,17.40,0.021028,171,APO,7822,1991,CS
7839,1994,ND,57400,2.16592593,0.518272689,27.1117374,228.2798626,102.5584436,258.1341960,1.0434,3.29,3.19,17.80,0.135656,33,AMO,7839,1994,ND
7888,1993,UC,57400,2.43611407,0.664108144,26.0822284,323.0672291,165.9226424,274.2798602,0.8183,4.05,3.80,15.10,0.088967,98,APO,7888,1993,UC
7889,1994,LX,57400,1.26147567,0.346241294,36.9059604,349.1467084,111.2899894,271.1007313,0.8247,1.70,1.42,15.20,0.154544,241,APO,7889,1994,LX
7977,1977,QQ5,57400,2.22593276,0.466283530,25.1640728,248.0790411,134.2122362,183.5445570,1.1880,3.26,3.32,15.10,0.354851,119,AMO,7977,1977,QQ5
8013,Gordonmoore,57400,2.19982885,0.431670864,7.5689751,146.6911592,105.5826201,304.7964642,1.2502,3.15,3.26,16.90,0.245554,129,AMO,8013,Gordonmoore
8014,1990,MF,57400,1.74642329,0.456273109,1.8662139,114.4035871,210.2641084,5.3502151,0.9496,2.54,2.31,18.70,0.016803,56,APO,8014,1990,MF
8034,Akka,57400,1.82991611,0.409428948,2.0236051,68.1079555,232.9355265,171.0766939,1.0807,2.58,2.48,17.90,0.071838,92,AMO,8034,Akka
8035,1992,TB,57400,1.34198753,0.462375762,28.3076404,6.0429634,185.6433501,145.1304072,0.7215,1.96,1.55,17.10,0.273002,101,APO,8035,1992,TB
8037,1993,HO1,57400,1.98610184,0.417975045,5.9088159,105.6828910,22.4749861,84.8083937,1.1560,2.82,2.80,16.40,0.200274,139,AMO,8037,1993,HO1
8176,1991,WA,57400,1.57474540,0.643064872,39.6009330,241.8703500,66.5600110,104.9343177,0.5621,2.59,1.98,16.90,0.192813,104,APO,8176,1991,WA
8201,1994,AH2,57400,2.53823699,0.706972400,9.5558883,25.0888997,164.1267127,139.2934662,0.7438,4.33,4.04,15.80,0.101707,84,APO,8201,1994,AH2
8507,1991,CB1,57400,1.68703301,0.594555114,14.5874907,345.7670284,317.4347379,10.1065342,0.6840,2.69,2.19,17.30,0.220394,55,APO,8507,1991,CB1
8566,1996,EN,57400,1.50635958,0.430481074,37.9752674,125.1294658,164.1454227,184.1894997,0.8579,2.15,1.85,16.30,0.023129,78,APO,8566,1996,EN
8567,1996,HW1,57400,2.04665940,0.448884503,8.4474053,177.2114709,177.1293161,181.4946278,1.1279,2.97,2.93,15.30,0.121783,359,AMO,8567,1996,HW1
8709,Kadlu,57400,2.52833161,0.489100871,3.5155418,153.5715091,119.2673559,118.2053396,1.2917,3.76,4.02,16.90,0.275604,32,AMO,8709,Kadlu
9058,1992,JB,57400,1.55650189,0.359677160,16.0802536,306.9679361,218.3705310,100.8378527,0.9967,2.12,1.94,17.80,0.084531,30,APO,9058,1992,JB
9162,Kwiila,57400,1.49613269,0.595357782,9.0144472,235.6535571,180.1427972,154.4538627,0.6054,2.39,1.83,17.90,0.081220,63,APO,9162,Kwiila
9172,Abhramu,57400,2.70582920,0.553845551,7.8475876,74.0842685,287.7151202,330.4900732,1.2072,4.20,4.45,16.40,0.247021,40,AMO,9172,Abhramu
9202,1993,PB,57400,1.42382760,0.607527928,40.8269353,212.3097668,315.9401576,168.6306113,0.5588,2.29,1.70,15.90,0.373210,92,APO,9202,1993,PB
9400,1994,TW1,57400,2.59149461,0.577712430,36.0123252,62.1473921,3.4684495,13.9115931,1.0944,4.09,4.17,14.80,0.292914,177,AMO,9400,1994,TW1
9856,1991,EE,57400,2.24259309,0.625736347,9.8264638,116.1689235,168.1672770,95.3664404,0.8393,3.65,3.36,17.40,0.022009,79,APO,9856,1991,EE
9950,ESA,57400,2.43899315,0.532216246,14.5841051,103.4590155,253.5630393,222.4941661,1.1409,3.74,3.81,16.20,0.281313,127,AMO,9950,ESA
10115,1992,SK,57400,1.24836941,0.324709087,15.3222894,233.6086803,8.9315702,343.5302589,0.8430,1.65,1.39,17.00,0.046065,138,APO,10115,1992,SK
10145,1994,CK1,57400,1.90078943,0.632797558,4.5507762,27.2943602,328.5156205,224.7860920,0.6980,3.10,2.62,16.90,0.063108,88,APO,10145,1994,CK1
10150,1994,PN,57400,2.37480542,0.543617811,45.9520068,234.0397332,113.0098412,285.9685737,1.0838,3.67,3.66,15.30,0.225372,77,AMO,10150,1994,PN
10165,1995,BL2,57400,1.23466169,0.503740609,23.8968821,348.4435277,312.4546609,312.8079398,0.6127,1.86,1.37,17.30,0.376858,82,APO,10165,1995,BL2
10302,1989,ML,53667,1.27247494,0.136548821,4.3777882,183.2830207,104.4087917,125.9408526,1.0987,1.45,1.44,19.30,0.082722,84,AMO,10302,1989,ML
10563,Izhdubar,57400,1.00693639,0.266406675,63.4613041,132.2013498,56.5658558,225.1318642,0.7387,1.28,1.01,16.80,0.144698,63,APO,10563,Izhdubar
